Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance
"London, United Kingdom - Zurich, Switzerland",ZRH,LHR,47.5,8.57,51.47,-0.45,786.4128051459351
"London, United Kingdom - Zurich, Switzerland",ZRH,LHR,47.5,8.57,51.47,-0.45,786.4128051459351
"London, United Kingdom - Lugano, Switzerland",LUG,LHR,47.5,8.57,51.47,-0.45,786.4128051459351
"Helsinki, Finland - Oslo, Norway",OSL,HEL,59.9,10.75,60.31,24.97,788.1140480942349
"Bari, Italy - Milan, Italy",BRI,LIN,41.1,16.87,45.47,9.18,789.310388987585
"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,791.5309845533703
"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,791.5309845533703
"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,791.5309845533703
"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,791.5309845533703
"Shenzhen, China - Taipei, Taiwan",SZX,TPE,22.5,113.97,25.08,121.24,793.4637981177892
"Birmingham, United Kingdom - Hamburg, Germany",BHX,HAM,52.5,-1.73,53.64,10.01,793.8313500179039
"Birmingham, United Kingdom - Hamburg, Germany",BHX,HAM,52.5,-1.73,53.64,10.01,793.8313500179039
"London, United Kingdom - St. Louis, United States Of America",LHR,STL,41.6,-98.93,38.74,-90.36,794.3622665219627
"Chicago, United States Of America - St. Louis, United States Of America",STL,ORD,38.7,-90.36,41.6,-98.93,796.3448344397526
"Hong Kong, Hong Kong - Taipei, Taiwan",TPE,HKG,25.1,121.24,22.32,113.94,805.0019521049092
"Hong Kong, Hong Kong - Taipei, Taiwan",TPE,HKG,25.1,121.24,22.32,113.94,805.0019521049092
"Hong Kong, Hong Kong - Taipei, Taiwan",TPE,HKG,25.1,121.24,22.32,113.94,805.0019521049092
"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24,805.1073042730305
"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24,805.1073042730305
"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24,805.1073042730305
"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24,805.1073042730305
"Atlanta, United States Of America - Nashville, United States Of America",BNA,ATL,36.1,-86.67,42.94,-83.53,806.9405501057535
"Newark, United States Of America - San Antonio, United States Of America",SAT,EWR,42.9,-83.53,40.69,-74.18,812.8683495435359
"Atlanta, United States Of America - Newark, United States Of America",EWR,ATL,40.7,-74.18,42.94,-83.53,813.5910892137141
"Copenhagen, Denmark - Munich, Germany",MUC,CPH,48.3,11.77,55.63,12.64,817.4743802244678
"Prague, Czech Republic - Sofia, Bulgaria",PRG,SOF,48.2,16.37,42.69,23.4,821.8553969213807
"Amsterdam, Netherlands - Milan, Italy",AMS,LIN,52.3,4.75,45.47,9.18,825.5222680266521
"Amsterdam, Netherlands - Milan, Italy",AMS,LIN,52.3,4.75,45.47,9.18,825.5222680266521
"Bahrain, Bahrain - Muscat, Oman",MCT,BAH,23.6,58.29,26.27,50.63,827.5112994854055
"Berlin, Germany - London, United Kingdom",LHR,BER,51.5,-0.45,47.81,9.6,830.9465607072065
"New York, United States Of America - Tri-city Airport, United States Of America",TRI,LGA,42.9,-83.53,40.77,-73.88,833.5342369542484
"Atlanta, United States Of America - New York, United States Of America",ATL,LGA,42.9,-83.53,40.77,-73.88,833.5342369542484
"New York, United States Of America - Santiago, Chile",SCL,LGA,42.9,-83.53,40.77,-73.88,833.5342369542484
"Augusta, United States Of America - New York, United States Of America",AGS,LGA,42.9,-83.53,40.77,-73.88,833.5342369542484
"Atlanta, United States Of America - White Plains, United States Of America",ATL,HPN,42.9,-83.53,41.07,-73.7,837.2918035463318
"Birmingham, United Kingdom - Venice, Italy",BHX,VCE,49.0,2.54,45.44,12.32,837.3605375902036
"Accra, Ghana - New York, United States Of America",ACC,JFK,42.9,-83.53,40.64,-73.79,845.6282664597867
"Atlanta, United States Of America - New York, United States Of America",JFK,ATL,40.6,-73.79,42.94,-83.53,848.303831542115
"Atlanta, United States Of America - New York, United States Of America",JFK,ATL,40.6,-73.79,42.94,-83.53,848.303831542115
"Dar Es Salaam, United Rep. Of Tanzania - Mwanza, United Rep. Of Tanzania",MWZ,DAR,-2.5,32.93,-6.88,39.2,848.6683779601881
"Hanoi, Viet Nam - Hong Kong, Hong Kong",HAN,HKG,21.2,105.81,22.32,113.94,848.9361779254297
"Brasilia, Brazil - Sao Paulo, Brazil",BSB,GRU,-15.9,-47.91,-23.42,-46.48,849.7276703771444
"Charlotte, United States Of America - Newark, United States Of America",CLT,EWR,35.2,-80.95,40.69,-74.18,851.2465675194314
"Dubai, United Arab Emirates - Kuwait, Kuwait",DXB,KWI,25.3,55.35,29.25,47.97,851.3698140869658
"Dubai, United Arab Emirates - Kuwait, Kuwait",DXB,KWI,25.3,55.35,29.25,47.97,851.3698140869658
"Jeddah, Saudi Arabia - Riyadh, Saudi Arabia",RUH,JED,24.9,46.71,21.67,39.15,851.6494810402781
"Chicago, United States Of America - Pittsburgh, United States Of America",PIT,ORD,48.7,-94.74,41.6,-98.93,855.0604094420905
"Buffalo, United States Of America - Philadelphia, United States Of America",PHL,BUF,45.1,-89.01,42.93,-78.74,855.5508865835086
"Abu Dhabi, United Arab Emirates - Kuwait, Kuwait",KWI,AUH,29.3,47.97,24.42,54.64,855.642538717998
"Dubai, United Arab Emirates - Kuwait, Kuwait",KWI,DXB,29.3,47.97,25.25,55.35,857.1515469515392
"Cape Town, South Africa - East London, South Africa",ELS,CPT,-33.0,27.83,-33.97,18.59,863.6449955682432
"Seoul, Republic Of Korea - Shanghai, China",SHA,GMP,31.2,121.34,37.56,126.79,866.0672078633504
"Bangalore, India - Bombay, India",BLR,BOM,12.8,77.65,19.09,72.86,866.9449406334404
"Charlotte, United States Of America - New York, United States Of America",JFK,CLT,40.6,-73.79,35.22,-80.95,867.1262833249193
"Bangalore, India - Bombay, India",BOM,BLR,19.1,72.86,12.8,77.65,867.8346661915358
"Bangalore, India - Bombay, India",BOM,BLR,19.1,72.86,12.8,77.65,867.8346661915358
"Brasilia, Brazil - Sao Paulo, Brazil",BSB,CGH,-15.9,-47.91,-23.63,-46.66,869.6850131941859
"Brasilia, Brazil - Sao Paulo, Brazil",CGH,BSB,-23.6,-46.66,-15.86,-47.91,870.7889655871091
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",DXB,RUH,25.3,55.35,24.94,46.71,870.9024047188697
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",DXB,RUH,25.3,55.35,24.94,46.71,870.9024047188697
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",DXB,RUH,25.3,55.35,24.94,46.71,870.9024047188697
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",RUH,DXB,24.9,46.71,25.25,55.35,871.1723785912759
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",RUH,DXB,24.9,46.71,25.25,55.35,871.1723785912759
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",RUH,DXB,24.9,46.71,25.25,55.35,871.1723785912759
"Edinburgh, United Kingdom - Paris, France",EDI,CDG,56.0,-3.34,49.01,2.54,872.7545281183089
"Caracas, Venezuela - New York, United States Of America",JFK,CCS,18.4,-66.01,10.61,-66.99,872.8713550997772
"Charlotte, United States Of America - New York, United States Of America",CLT,LGA,35.2,-80.95,40.77,-73.88,875.7687714899649
"Billund, Denmark - Paris, France",BLL,CDG,55.8,9.15,49.01,2.54,877.5127245517621
"Jakarta-soekarno, Indonesia - New York, United States Of America",JFK,CGK,1.3,103.98,-6.13,106.66,878.3948936752499
"Jakarta-soekarno, Indonesia - Singapore, Singapore",SIN,CGK,1.3,103.98,-6.13,106.66,878.3948936752499
"Jakarta-soekarno, Indonesia - Newark, United States Of America",EWR,CGK,1.3,103.98,-6.13,106.66,878.3948936752499
"Jakarta-soekarno, Indonesia - Singapore, Singapore",SIN,CGK,1.3,103.98,-6.13,106.66,878.3948936752499
"Jakarta-soekarno, Indonesia - Singapore, Singapore",SIN,CGK,1.3,103.98,-6.13,106.66,878.3948936752499
"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98,879.4438760859185
"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98,879.4438760859185
"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98,879.4438760859185
"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98,879.4438760859185
"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98,879.4438760859185
"Fukuoka, Japan - Tokyo, Japan",HND,FUK,35.6,139.75,33.6,130.44,880.5545657343006
"Atlanta, United States Of America - Raleigh/durham, United States Of America",RDU,ATL,35.9,-78.79,42.94,-83.53,882.2671615464951
"Philadelphia, United States Of America - San Diego, United States Of America",SAN,PHL,41.6,-98.93,45.05,-89.01,888.8777657178538
"Portland, United States Of America - San Francisco, United States Of America",PDX,SFO,45.6,-122.59,37.61,-122.39,888.8811741924296
"Atlanta, United States Of America - Charlottesville, United States Of America",CHO,ATL,35.2,-80.95,42.94,-83.53,889.1526723359576
"Atlanta, United States Of America - Charlotte, United States Of America",CLT,ATL,35.2,-80.95,42.94,-83.53,889.1526723359576
"London, United Kingdom - Turin, Italy",TRN,LGW,45.1,7.7,51.16,-0.16,890.5314721037126
"Chicago, United States Of America - Philadelphia, United States Of America",PHL,ORD,45.1,-89.01,41.6,-98.93,890.9833774651502
"Copenhagen, Denmark - Helsinki, Finland",CPH,HEL,55.6,12.64,60.31,24.97,894.389571474804
"Chicago, United States Of America - Detroit, United States Of America",DTW,ORD,37.3,-107.75,41.6,-98.93,895.1861504212366
"Singapore, Singapore - Warsaw, Poland",SIN,WAW,50.1,8.56,52.17,20.98,895.6626804845117
"Geneva, Switzerland - Manchester, United Kingdom",MAN,GVA,53.4,0.1,46.23,6.11,905.9427494267009
"Atlanta, United States Of America - Richmond, United States Of America",ATL,RIC,42.9,-83.53,45.75,-94.22,906.8964232601184
"London, United Kingdom - Munich, Germany",LCY,MUC,51.5,0.05,48.34,11.77,908.6586785494263
"London, United Kingdom - Munich, Germany",LCY,MUC,51.5,0.05,48.34,11.77,908.6586785494263
"London, United Kingdom - Munich, Germany",LCY,MUC,51.5,0.05,48.34,11.77,908.6586785494263
"Bloemfontein, South Africa - Cape Town, South Africa",BFN,CPT,-29.1,26.3,-33.97,18.59,909.2783024342947
"Charlotte, United States Of America - White Plains, United States Of America",CLT,HPN,35.2,-80.95,41.07,-73.7,909.6279315002892
"London, United Kingdom - Stavanger, Norway",SVG,LHR,58.9,5.63,51.47,-0.45,911.3048519660731
"Johannesburg, South Africa - Port Elizabeth, South Africa",JNB,PLZ,-26.1,28.23,-33.98,25.61,911.9629792474706
"Cincinnati, United States Of America - Newark, United States Of America",EWR,CVG,40.7,-74.18,39.06,-84.66,912.350884205708
"Brasilia, Brazil - Rio De Janeiro, Brazil",GIG,BSB,-22.8,-43.24,-15.86,-47.91,914.1797578287591
"Madras, India - Poona, India",PNQ,MAA,18.6,73.91,13.05,80.23,915.4416897357104
"Madras, India - Poona, India",PNQ,MAA,18.6,73.91,13.05,80.23,915.4416897357104
"Albuquerque, United States Of America - Dallas, United States Of America",DFW,ABQ,32.9,-97.04,35.05,-106.63,915.9150488025518
"Albuquerque, United States Of America - Kansas City, United States Of America",MCI,ABQ,32.9,-97.04,35.05,-106.63,915.9150488025518
"Albuquerque, United States Of America - Dallas, United States Of America",DFW,ABQ,32.9,-97.04,35.05,-106.63,915.9150488025518
"Oakland, United States Of America - San Diego, United States Of America",OAK,SAN,40.2,-97.9,32.7,-102.18,917.600682890757
"Beijing, China - Seoul, Republic Of Korea",ICN,PEK,37.5,126.66,40.07,116.58,918.9114791491344
"Beijing, China - Seoul, Republic Of Korea",PEK,ICN,40.1,116.58,37.45,126.66,921.8218585293865
"Beijing, China - Seoul, Republic Of Korea",PEK,ICN,40.1,116.58,37.45,126.66,921.8218585293865
"Bordeaux, France - Paris, France",ORY,BOD,48.7,2.37,41.73,8.88,927.2560010603083
"Los Angeles, United States Of America - Salt Lake City, United States Of America",LAX,SLC,34.1,-118.24,40.76,-111.89,928.5785962146468
"Bilbao, Spain - London, United Kingdom",LHR,BIO,51.5,-0.45,43.31,-2.91,929.4611961773965
"London, United Kingdom - Lyon, France",LHR,LYS,51.5,-0.45,43.13,-0.35,931.0239984051856
"London, United Kingdom - Milan, Italy",LIN,LGW,45.5,9.18,51.16,-0.16,933.2500998418359
"Newark, United States Of America - Vail/eagle, United States Of America",EWR,EGE,40.7,-74.18,41.29,-85.28,933.5414619516578
"Newark, United States Of America - Vail/eagle, United States Of America",EGE,EWR,41.3,-85.28,40.69,-74.18,933.6995571402471
"Los Angeles, United States Of America - Paris, France",CDG,LAX,40.8,-111.89,34.05,-118.24,936.5925355863268
"Cincinnati, United States Of America - New York, United States Of America",LGA,CVG,40.8,-73.88,39.06,-84.66,938.9656407707058
"London, United Kingdom - Munich, Germany",LHR,MUC,51.5,-0.45,48.34,11.77,941.6526615749644
"London, United Kingdom - Munich, Germany",LHR,MUC,51.5,-0.45,48.34,11.77,941.6526615749644
"London, United Kingdom - Munich, Germany",MUC,LHR,48.3,11.77,51.47,-0.45,942.6549601993469
"Amsterdam, Netherlands - Vienna, Austria",VIE,AMS,48.2,16.37,52.31,4.75,942.841608337502
"Cincinnati, United States Of America - New York, United States Of America",CVG,JFK,39.1,-84.66,40.64,-73.79,942.9898084963398
"Alma Ata, Kazakhstan - Tselinograd, Kazakhstan",ALA,TSE,43.4,77.03,51.03,71.48,945.9630970078122
"Berlin, Germany - London, United Kingdom",LHR,TXL,51.5,-0.45,52.55,13.29,946.143995991392
"Berlin, Germany - London, United Kingdom",LHR,TXL,51.5,-0.45,52.55,13.29,946.143995991392
"Berlin, Germany - London, United Kingdom",LHR,TXL,51.5,-0.45,52.55,13.29,946.143995991392
"London, United Kingdom - Milan, Italy",LIN,LCY,45.5,9.18,51.5,0.05,946.3950648552034
"Copenhagen, Denmark - London, United Kingdom",CPH,LCY,55.6,12.64,51.5,0.05,946.8226480955708
"Athens, Greece - Larnaca, Cyprus",ATH,LCA,37.9,23.72,34.88,33.63,948.1754156009454
"Copenhagen, Denmark - Zurich, Switzerland",CPH,ZRH,55.6,12.64,47.45,8.57,948.8554069124484
"Copenhagen, Denmark - Zurich, Switzerland",CPH,ZRH,55.6,12.64,47.45,8.57,948.8554069124484
"London, United Kingdom - Milan, Italy",LCY,LIN,51.5,0.05,45.47,9.18,948.8819969303016
"London, United Kingdom - Milan, Italy",LCY,LIN,51.5,0.05,45.47,9.18,948.8819969303016
"Harare, Zimbabwe - Johannesburg, South Africa",JNB,HRE,-26.1,28.23,-17.92,31.1,956.6688576020379
"Harare, Zimbabwe - Johannesburg, South Africa",JNB,HRE,-26.1,28.23,-17.92,31.1,956.6688576020379
"Harare, Zimbabwe - Johannesburg, South Africa",JNB,HRE,-26.1,28.23,-17.92,31.1,956.6688576020379
"Madrid, Spain - Nice, France",NCE,MAD,43.7,7.21,40.46,-3.58,959.9890124365352
"Frankfurt, Germany - Rome, Italy",FRA,FCO,50.1,8.56,41.9,12.5,961.191811131046
"New York, United States Of America - Vail/eagle, United States Of America",EGE,JFK,41.3,-85.28,40.64,-73.79,967.057428408364
"New York, United States Of America - Vail/eagle, United States Of America",EGE,JFK,41.3,-85.28,40.64,-73.79,967.057428408364
"Funchal Madeira, Portugal - Lisbon, Portugal",LIS,FNC,38.8,-9.13,32.69,-16.77,967.5691146184132
"Salt Lake City, United States Of America - San Francisco, United States Of America",SFO,SLC,37.6,-122.39,40.76,-111.89,970.3700609989332
"London, United Kingdom - Milan, Italy",LIN,LHR,45.5,9.18,51.47,-0.45,970.6401425923095
"London, United Kingdom - Milan, Italy",LIN,LHR,45.5,9.18,51.47,-0.45,970.6401425923095
"Grand Rapids, United States Of America - Newark, United States Of America",EWR,GRR,40.7,-74.18,42.88,-85.53,971.1602482628298
"London, United Kingdom - Milan, Italy",LHR,LIN,51.5,-0.45,45.47,9.18,975.1951849763781
"London, United Kingdom - Milan, Italy",LHR,LIN,51.5,-0.45,45.47,9.18,975.1951849763781
"London, United Kingdom - Milan, Italy",LHR,LIN,51.5,-0.45,45.47,9.18,975.1951849763781
"London, United Kingdom - Milan, Italy",LHR,MXP,51.5,-0.45,45.47,9.18,975.1951849763781
"Milan, Italy - New York, United States Of America",JFK,LIN,51.5,-0.45,45.47,9.18,975.1951849763781
"Copenhagen, Denmark - London, United Kingdom",LHR,CPH,51.5,-0.45,55.63,12.64,977.0268147637248
"Copenhagen, Denmark - London, United Kingdom",LHR,CPH,51.5,-0.45,55.63,12.64,977.0268147637248
"London, United Kingdom - Vilnius, Lithuania",VNO,LHR,55.6,12.64,51.47,-0.45,977.5693662051922
"Copenhagen, Denmark - London, United Kingdom",CPH,LHR,55.6,12.64,51.47,-0.45,977.5693662051922
"Copenhagen, Denmark - London, United Kingdom",CPH,LHR,55.6,12.64,51.47,-0.45,977.5693662051922
"Chicago, United States Of America - Dallas, United States Of America",DFW,ORD,32.9,-97.04,41.6,-98.93,981.9859986377985
"Chicago, United States Of America - Dallas, United States Of America",ORD,DFW,41.6,-98.93,32.87,-97.04,985.2796722978586
"London, United Kingdom - Stuttgart, Germany",STR,LHR,54.4,13.52,51.47,-0.45,989.63949137034
"Barcelona, Spain - Lisbon, Portugal",LIS,BCN,38.8,-9.13,41.3,2.08,993.319367278281
"Copenhagen, Denmark - Paris, France",CPH,CDG,55.6,12.64,49.01,2.54,1002.6275707774446
"London, United Kingdom - Nice, France",LGW,NCE,51.2,-0.16,43.67,7.21,1003.3644689263024
"Dallas, United States Of America - Houston, United States Of America",HOU,DAL,29.6,-90.72,36.72,-84.09,1003.5323921760788
"Copenhagen, Denmark - Paris, France",CDG,CPH,49.0,2.54,55.63,12.64,1005.7597748763762
"Geneva, Switzerland - Madrid, Spain",GVA,MAD,46.2,6.11,40.46,-3.58,1009.8205047353459
"Geneva, Switzerland - Madrid, Spain",GVA,MAD,46.2,6.11,40.46,-3.58,1009.8205047353459
"Geneva, Switzerland - Madrid, Spain",GVA,MAD,46.2,6.11,40.46,-3.58,1009.8205047353459
"Genoa, Italy - London, United Kingdom",GOA,LGW,44.4,8.94,51.16,-0.16,1012.4130655684431
"Detroit, United States Of America - Los Angeles, United States Of America",DTW,LAX,37.3,-107.75,34.05,-118.24,1013.7090278933164
"Catania, Italy - Milan, Italy",LIN,CTA,45.5,9.18,37.51,15.07,1014.4736415842045
"Newark, United States Of America - Portland, United States Of America",EWR,PDX,40.8,-111.89,45.59,-122.59,1016.8946587793472
"Karachi, Pakistan - Lahore, Pakistan",KHI,LHE,24.9,67.15,31.52,74.39,1022.0607894439509
"London, United Kingdom - Nice, France",LCY,NCE,51.5,0.05,43.67,7.21,1022.1556384145881
"Boston, United States Of America - Columbus, United States Of America",BOS,CMH,42.2,-71.0,40.0,-82.89,1025.2599670601937
"Atlanta, United States Of America - Boston, United States Of America",ATL,BOS,42.9,-83.53,42.21,-71.0,1028.5539469518565
"Louisville, United States Of America - Newark, United States Of America",EWR,SDF,40.7,-74.18,38.18,-85.72,1029.2869303993311
"Madrid, Spain - Paris, France",ORY,MAD,48.7,2.37,40.46,-3.58,1029.8771425031
"Madrid, Spain - Paris, France",ORY,MAD,48.7,2.37,40.46,-3.58,1029.8771425031
"Chicago, United States Of America - San Diego, United States Of America",ORD,SAN,41.6,-98.93,32.7,-102.18,1030.8006560120284
"Bombay, India - Madras, India",MAA,BOM,13.1,80.23,19.09,72.86,1031.2627245233004
"Houston, United States Of America - San Antonio, United States Of America",IAH,SAT,30.0,-95.34,37.91,-89.45,1033.547242908453
"Indianapolis, United States Of America - Newark, United States Of America",EWR,IND,40.7,-74.18,39.71,-86.3,1034.636294888311
"Bombay, India - Madras, India",BOM,MAA,19.1,72.86,13.05,80.23,1035.6405927783692
"Bombay, India - Madras, India",BOM,MAA,19.1,72.86,13.05,80.23,1035.6405927783692
"Dallas, United States Of America - Denver, United States Of America",DFW,DEN,32.9,-97.04,39.77,-104.86,1035.8985471849976
"Houston, United States Of America - Kansas City, United States Of America",IAH,MCI,30.0,-95.34,39.3,-94.72,1035.9836164205362
"London, United Kingdom - Nice, France",NCE,LHR,43.7,7.21,51.47,-0.45,1036.6311092564238
"Charleston, United States Of America - New York, United States Of America",LGA,CHS,40.8,-73.88,32.88,-80.04,1036.9948476336015
"Milan, Italy - Stuttgart, Germany",STR,MXP,54.4,13.52,45.47,9.18,1040.2413079562243
"George, South Africa - Johannesburg, South Africa",GRJ,JNB,-34.0,22.38,-26.13,28.23,1040.3624941790542
"London, United Kingdom - Nice, France",LHR,NCE,51.5,-0.45,43.67,7.21,1042.1843338241576
"Nice, France - Sao Paulo, Brazil",GRU,NCE,51.5,-0.45,43.67,7.21,1042.1843338241576
"London, United Kingdom - Nice, France",LHR,NCE,51.5,-0.45,43.67,7.21,1042.1843338241576
"London, United Kingdom - Verona, Italy",VRN,LGW,45.4,10.99,51.16,-0.16,1042.9481693257942
"Culiacan, Mexico - Mexico City, Mexico",MEX,CUL,19.4,-99.16,24.77,-107.47,1043.7333881076133
"Baltimore, United States Of America - San Francisco, United States Of America",BWI,SFO,33.4,-112.03,37.61,-122.39,1047.6007781983183
"Phoenix, United States Of America - San Francisco, United States Of America",PHX,SFO,33.4,-112.03,37.61,-122.39,1047.6007781983183
"Des Moines, United States Of America - New York, United States Of America",LGA,DSM,33.1,-88.31,41.53,-93.65,1049.3848382844988
"Athens, Greece - Rome, Italy",FCO,ATH,41.9,12.5,37.89,23.72,1055.161908335582
"Athens, Greece - Milan, Italy",LIN,ATH,41.9,12.5,37.89,23.72,1055.161908335582
"London, United Kingdom - Prague, Czech Republic",PRG,LHR,50.1,14.43,51.47,-0.45,1055.5583799138344
"London, United Kingdom - Prague, Czech Republic",PRG,LHR,50.1,14.43,51.47,-0.45,1055.5583799138344
"London, United Kingdom - Prague, Czech Republic",LHR,PRG,51.5,-0.45,50.08,14.43,1056.2547667202855
"Louisville, United States Of America - New York, United States Of America",LGA,SDF,40.8,-73.88,38.18,-85.72,1056.3377369341442
"Budapest, Hungary - Istanbul, Turkey",IST,BUD,41.0,28.99,47.45,19.22,1057.345134136363
"Indianapolis, United States Of America - New York, United States Of America",IND,LGA,39.7,-86.3,40.77,-73.88,1060.4080471703799
"Madrid, Spain - Paris, France",MAD,CDG,40.5,-3.58,49.01,2.54,1062.0045988321526
"Madrid, Spain - Paris, France",MAD,PAR,40.5,-3.58,49.01,2.54,1062.0045988321526
"Oakland, United States Of America - Santa Ana, United States Of America",SNA,OAK,37.4,-86.16,40.23,-97.9,1064.0944651396808
"Madrid, Spain - Paris, France",CDG,MAD,49.0,2.54,40.46,-3.58,1065.0694825820985
"Madrid, Spain - Paris, France",CDG,MAD,49.0,2.54,40.46,-3.58,1065.0694825820985
"Beijing, China - Shanghai, China",SHA,PEK,31.2,121.34,40.07,116.58,1075.912060225219
"Beijing, China - Shanghai, China",SHA,PEK,31.2,121.34,40.07,116.58,1075.912060225219
"Birmingham, United States Of America - Newark, United States Of America",EWR,BHM,42.9,-83.53,33.56,-86.75,1076.07198471534
"Beijing, China - Shanghai, China",PEK,SHA,40.1,116.58,31.19,121.34,1079.9679292600415
"Beijing, China - Shanghai, China",PEK,SHA,40.1,116.58,31.19,121.34,1079.9679292600415
"Beijing, China - Shanghai, China",PEK,SHA,40.1,116.58,31.19,121.34,1079.9679292600415
"Beijing, China - Shanghai, China",PEK,SHA,40.1,116.58,31.19,121.34,1079.9679292600415
"Beijing, China - Shanghai, China",PEK,SHA,40.1,116.58,31.19,121.34,1079.9679292600415
"Dublin, Republic Of Ireland - Frankfurt, Germany",DUB,FRA,53.3,-6.25,50.05,8.56,1081.208470935525
"Dublin, Republic Of Ireland - Frankfurt, Germany",DUB,FRA,53.3,-6.25,50.05,8.56,1081.208470935525
"Chicago, United States Of America - Indianapolis, United States Of America",ORD,IND,41.6,-98.93,39.71,-86.3,1085.2534832194913
"Amsterdam, Netherlands - Gothenburg, Sweden",GOT,AMS,59.6,16.49,52.31,4.75,1088.6768721519595
"Maputo, Mozambique - Tete, Mozambique",MPM,TET,-25.9,32.57,-16.14,33.51,1089.9662349011937
"Hangzhou, China - Hong Kong, Hong Kong",HKG,HGH,22.3,113.94,30.33,120.23,1090.8083826806298
"Newark, United States Of America - Santa Ana, United States Of America",EWR,SNA,40.7,-74.18,37.41,-86.16,1096.4638415260954
"Chongqing, China - Hong Kong, Hong Kong",HKG,CKG,22.3,113.94,29.58,106.5,1099.1244087807345
"Ho Chi Minh, Viet Nam - Singapore, Singapore",SIN,SGN,1.3,103.98,10.82,106.66,1099.5215907984896
"Ho Chi Minh, Viet Nam - Singapore, Singapore",SIN,SGN,1.3,103.98,10.82,106.66,1099.5215907984896
"Frankfurt, Germany - Oslo, Norway",FRA,OSL,50.1,8.56,59.91,10.75,1099.9159661250937
"Beijing, China - Shanghai, China",PEK,PVG,40.1,116.58,31.12,121.8,1104.2201051430775
"Beijing, China - Shanghai, China",PEK,PVG,40.1,116.58,31.12,121.8,1104.2201051430775
"Frankfurt, Germany - Oslo, Norway",OSL,FRA,59.9,10.75,50.05,8.56,1104.3419256620905
"Paris, France - Rome, Italy",CDG,FCO,49.0,2.54,41.9,12.5,1106.2372347871785
"Paris, France - Rome, Italy",CDG,FCO,49.0,2.54,41.9,12.5,1106.2372347871785
"Paris, France - Rome, Italy",CDG,FCO,49.0,2.54,41.9,12.5,1106.2372347871785
"Birmingham, United Kingdom - Milan, Italy",MXP,BHX,45.5,9.18,52.45,-1.73,1107.7551043953372
"Santa Ana, United States Of America - Sao Paulo, Brazil",GRU,SNA,32.9,-97.04,37.41,-86.16,1108.3347654875354
"Minneapolis, United States Of America - San Francisco, United States Of America",SFO,MSP,39.8,-104.86,44.88,-93.2,1111.1885803499504
"Chicago, United States Of America - Grand Rapids, United States Of America",ORD,GRR,41.6,-98.93,42.88,-85.53,1111.3928283795944
"Barcelona, Spain - London, United Kingdom",LGW,BCN,51.2,-0.16,41.3,2.08,1114.4299292723756
"London, United Kingdom - Venice, Italy",VCE,LGW,45.4,12.32,51.16,-0.16,1121.8597846200182
"Islamabad/rawalpindi, Pakistan - Karachi, Pakistan",ISB,KHI,33.6,73.1,24.9,67.15,1126.3013766490012
"Jakarta-soekarno, Indonesia - Kuala Lumpur, Malaysia",CGK,KUL,-6.1,106.66,2.76,101.71,1128.488697026756
"Bologna, Italy - London, United Kingdom",LGW,BLQ,51.2,-0.16,44.5,11.35,1135.0004283234646
"Beijing, China - Hangzhou, China",PEK,HGH,40.1,116.58,30.33,120.23,1135.909588363031
"Chicago, United States Of America - Traverse City, United States Of America",ORD,TVC,41.6,-98.93,44.74,-85.58,1136.3519622707367
"Buenos Aires, Argentina - Santiago, Chile",SCL,EZE,-33.4,-70.79,-34.81,-58.54,1138.3301398827493
"Miami, United States Of America - San Francisco, United States Of America",MIA,SFO,33.4,-110.87,37.61,-122.39,1142.3215804452627
"Rio De Janeiro, Brazil - San Francisco, United States Of America",GIG,SFO,33.4,-110.87,37.61,-122.39,1142.3215804452627
"Hong Kong, Hong Kong - Manila, Philippines",HKG,MNL,22.3,113.94,14.51,121.02,1143.6414193554724
